Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,3.5,3.0,6.0,0.8,0.8,3.81354696336161,40070.21352195626,10562.202701599075,49861.84610464488
Config1,3.5,3.0,6.0,0.8,0.9,3.8534400690543973,51846.42528855625,12453.168928547966,56532.333073619026
Config1,3.5,4.0,4.0,0.4,0.6,2.624928407703314,76.8604666692722,10384.539383270967,42693.8875319651
Config1,3.5,4.0,4.0,0.4,0.8,3.626042812366679,30368.47620917339,22678.026283395186,60360.819637036664
Config1,3.5,4.0,4.0,0.4,0.9,3.7306038412035236,50831.70714225778,23478.69275172719,61769.07810554117
Config1,3.5,4.0,4.0,0.6,0.6,3.0544948037965085,154.44907753349818,15099.082582634823,49467.490171432575
Config1,3.5,4.0,4.0,0.6,0.8,4.020298162721078,43040.89097507238,24818.92382846506,61475.681060517934
Config1,3.5,4.0,4.0,0.6,0.9,4.1149775401847535,52314.81291497603,26144.378469170937,62521.46284588927
Config1,3.5,4.0,4.0,0.8,0.6,8.96304703520829,6805.4844234616685,31060.197202563526,60611.58793841451
Config1,3.5,4.0,4.0,0.8,0.8,8.52330543535133,45933.585398624215,33749.244683806,61546.21360369594
Config1,3.5,4.0,4.0,0.8,0.9,9.959663995672992,52964.963645469696,35922.3143157805,62290.359074878535
Config1,3.5,4.0,5.0,0.4,0.6,2.5080858258230996,63.32512115566743,3697.8933074401057,24000.812156682026
Config1,3.5,4.0,5.0,0.4,0.8,3.713493883488018,15450.189201784548,18761.215565384326,56730.37142310349
Config1,3.5,4.0,5.0,0.4,0.9,3.772992305472863,47270.58563330013,19987.255118608882,58261.96478796932
Config1,3.5,4.0,5.0,0.6,0.6,2.7265131194263734,95.42034702734631,3834.0126634925846,24512.21465916901
Config1,3.5,4.0,5.0,0.6,0.8,3.752852310984056,37155.187334884315,18315.59375888016,57768.181439620865
Config1,3.5,4.0,5.0,0.6,0.9,3.724142523035641,51385.046891214304,19608.306074336586,59554.26175152764
Config1,3.5,4.0,5.0,0.8,0.6,3.2975929828070676,207.92440397450105,4222.494205252099,26359.789639882805
Config1,3.5,4.0,5.0,0.8,0.8,4.27452617559725,43399.94122607332,17543.481893975655,56520.365574758995
Config1,3.5,4.0,5.0,0.8,0.9,4.30751745058537,52496.54064683963,18965.927239900757,58157.950840378515
Config1,3.5,4.0,6.0,0.4,0.6,2.3240544880432794,57.61301863852979,10.304197886448378,749.9770034013832
Config1,3.5,4.0,6.0,0.4,0.8,3.647003791944135,1138.7025405800464,14385.367494422957,53911.77093251014
Config1,3.5,4.0,6.0,0.4,0.9,3.8930501603806995,44495.57929795861,17329.23692729512,59518.294244002944
Config1,3.5,4.0,6.0,0.6,0.6,2.336957335837064,74.02558680937133,4.394526453717713,559.7073756207933
Config1,3.5,4.0,6.0,0.6,0.8,3.6370667813054,30704.772281245703,13916.639834736383,54210.83486012637
Config1,3.5,4.0,6.0,0.6,0.9,3.676618496729952,49751.54070338716,15904.617153823765,57467.547235169266
Config1,3.5,4.0,6.0,0.8,0.6,2.2762016460363,111.11933359304722,3.361911558800429,408.6055992004567
Config1,3.5,4.0,6.0,0.8,0.8,3.7923645660134633,40253.192614869666,10053.578190020762,50047.53185574264
